o_lat,o_lon,d_lat,d_lon,dest_name,cat,distance_m,duration_s,static_duration_s,status_code,condition,duration_min,static_duration_min,origin_name
19.287,-99.655,19.2875839,-99.6487496,Centro de Estudios Superiores Olimpo,school,810,153.0,153.0,0,ROUTE_EXISTS,2.55,2.55,O1_Conjunto
19.287,-99.655,19.2825927,-99.6534165,"CEAJA ""QFB Yolanda Senties de Ballesteros"" Turno Vespertino",school,885,256.0,256.0,0,ROUTE_EXISTS,4.266666666666667,4.266666666666667,O1_Conjunto
19.287,-99.655,19.2876993,-99.6488848,Instituto Cultural Nicolás Guillen,school,796,150.0,150.0,0,ROUTE_EXISTS,2.5,2.5,O1_Conjunto
19.287,-99.655,19.2785604,-99.665257,Escuela Primaria Horacio Zuñiga Turno Vespertino,school,2323,561.0,561.0,0,ROUTE_EXISTS,9.35,9.35,O1_Conjunto
19.287,-99.655,19.293441,-99.6528775,Red de Inovación Y Aprendizaje,school,946,248.0,248.0,0,ROUTE_EXISTS,4.133333333333334,4.133333333333334,O1_Conjunto
19.287,-99.655,19.2863555,-99.6503091,Instituto De Desarrollo Infantil Isima,school,835,197.0,197.0,0,ROUTE_EXISTS,3.283333333333333,3.283333333333333,O1_Conjunto
19.287,-99.655,19.2904806,-99.6507871,Escuela Secundaria Oficial No. 549 Gral. Lázaro Cárdenas Vespertino,school,868,239.0,239.0,0,ROUTE_EXISTS,3.9833333333333334,3.9833333333333334,O1_Conjunto
19.287,-99.655,19.2833549,-99.6561402,Escuela Montessori,school,1115,301.0,301.0,0,ROUTE_EXISTS,5.016666666666667,5.016666666666667,O1_Conjunto
19.287,-99.655,19.2830626,-99.6584254,Instituto Al Servicio Educativo Superior,school,1194,318.0,318.0,0,ROUTE_EXISTS,5.3,5.3,O1_Conjunto
19.287,-99.655,19.2903529,-99.6569859,Instituto de Computo e Inglés,school,556,190.0,190.0,0,ROUTE_EXISTS,3.1666666666666665,3.1666666666666665,O1_Conjunto
19.287,-99.655,19.281488,-99.6540129,Escuela Secundaria Federalizada Ignacio Ramírez 15des0012x,school,934,232.0,232.0,0,ROUTE_EXISTS,3.8666666666666667,3.8666666666666667,O1_Conjunto
19.287,-99.655,19.2875788,-99.6500988,Unidad de Apoyo a la Educación Básica y Normal,school,1029,245.0,245.0,0,ROUTE_EXISTS,4.083333333333333,4.083333333333333,O1_Conjunto
19.287,-99.655,19.2909612,-99.6454583,"Escuela Primaria Profra Eudoxia Calderon Gomez, Anexa A La Normal De Profesores Turno Matutino",school,1416,328.0,328.0,0,ROUTE_EXISTS,5.466666666666667,5.466666666666667,O1_Conjunto
19.287,-99.655,19.2903679,-99.6586001,Academia De Estilistas Profesionales Lupita,school,725,239.0,239.0,0,ROUTE_EXISTS,3.9833333333333334,3.9833333333333334,O1_Conjunto
19.287,-99.655,19.2800631,-99.6563188,Universidad Terranova,school,1360,340.0,340.0,0,ROUTE_EXISTS,5.666666666666667,5.666666666666667,O1_Conjunto
19.287,-99.655,19.2913601,-99.6556268,Escuela de Enfermería y Salud  Iepetac  Toluca,school,485,158.0,158.0,0,ROUTE_EXISTS,2.6333333333333333,2.6333333333333333,O1_Conjunto
19.287,-99.655,19.2880953,-99.6508597,Colegio Integral De Bachillerato E Informática,school,570,116.0,116.0,0,ROUTE_EXISTS,1.9333333333333333,1.9333333333333333,O1_Conjunto
19.287,-99.655,19.2813925,-99.6601625,school (OSM),school,2328,540.0,540.0,0,ROUTE_EXISTS,9.0,9.0,O1_Conjunto
19.287,-99.655,19.2922061,-99.6552996,Dirección de Identidad Universitaria,school,1079,353.0,353.0,0,ROUTE_EXISTS,5.883333333333334,5.883333333333334,O1_Conjunto
19.287,-99.655,19.2893069,-99.6526949,Escuela Secundaria General Nocturna Tierra y Libertad,school,486,116.0,116.0,0,ROUTE_EXISTS,1.9333333333333333,1.9333333333333333,O1_Conjunto
19.287,-99.655,19.2862874,-99.6509023,Centro De Educacion Para La Atencion De Jovenes Y Adultos Margarita Maza De Juarez,school,773,181.0,181.0,0,ROUTE_EXISTS,3.0166666666666666,3.0166666666666666,O1_Conjunto
19.287,-99.655,19.2863567,-99.6508531,"Subdirección de educación para la atención de jovenes y adultos actividad de cocina, reposteria y decorado Mariana Rodriguez R. de Lazarin",school,778,182.0,182.0,0,ROUTE_EXISTS,3.033333333333333,3.033333333333333,O1_Conjunto
19.287,-99.655,19.2910336,-99.6446207,Edu-Vita After School,school,1817,378.0,378.0,0,ROUTE_EXISTS,6.3,6.3,O1_Conjunto
19.287,-99.655,19.2881135,-99.6491016,Instituto Kambes,school,746,141.0,141.0,0,ROUTE_EXISTS,2.35,2.35,O1_Conjunto
19.287,-99.655,19.2905198,-99.655626,Escuelas Profesionales de Computación Epc,school,414,137.0,137.0,0,ROUTE_EXISTS,2.283333333333333,2.283333333333333,O1_Conjunto
19.287,-99.655,19.291636,-99.658528,"Instituto Tecnico, Administrativo y Humanistico de Toluca",school,1170,362.0,362.0,0,ROUTE_EXISTS,6.033333333333333,6.033333333333333,O1_Conjunto
19.287,-99.655,19.2808836,-99.6539686,Centro De Educacion Basica Para Adultos Heroes Del 47,school,1004,256.0,256.0,0,ROUTE_EXISTS,4.266666666666667,4.266666666666667,O1_Conjunto
19.287,-99.655,19.2896107,-99.6550302,Centro de idiomas y Computación,school,290,85.0,85.0,0,ROUTE_EXISTS,1.4166666666666667,1.4166666666666667,O1_Conjunto
19.287,-99.655,19.2893423,-99.6549741,Escuela de Estilismo Oscar De Leon,school,260,76.0,76.0,0,ROUTE_EXISTS,1.2666666666666666,1.2666666666666666,O1_Conjunto
19.287,-99.655,19.2880744,-99.6513744,Unidad de Apoyo a la educación Básica y Normal,school,508,106.0,106.0,0,ROUTE_EXISTS,1.7666666666666666,1.7666666666666666,O1_Conjunto
19.287,-99.655,19.2863414,-99.6520152,Centro de Actividades Culturales Uaem,school,648,213.0,213.0,0,ROUTE_EXISTS,3.55,3.55,O1_Conjunto
19.287,-99.655,19.2936005,-99.657838,Instituto Al Servicio Educativo Superior,school,1004,321.0,321.0,0,ROUTE_EXISTS,5.35,5.35,O1_Conjunto
19.287,-99.655,19.2874639,-99.6605645,Colegio Vilaseca De Toluca,school,1396,393.0,393.0,0,ROUTE_EXISTS,6.55,6.55,O1_Conjunto
19.287,-99.655,19.2849752,-99.6557288,Escuela De Gobierno Y Administracion Publica Mexiquense,school,698,205.0,205.0,0,ROUTE_EXISTS,3.4166666666666665,3.4166666666666665,O1_Conjunto
19.287,-99.655,19.2904113,-99.6533852,Colegio Panamericano Estudios Tecnicos,school,633,165.0,165.0,0,ROUTE_EXISTS,2.75,2.75,O1_Conjunto
19.287,-99.655,19.2886948,-99.673852,Jardin de Niños del Poder Legislativo,school,2951,613.0,613.0,0,ROUTE_EXISTS,10.216666666666667,10.216666666666667,O1_Conjunto
19.287,-99.655,19.2863794,-99.6543267,Bodega Del Museo De Historia Universitario José María Morelos y Pavón,school,389,118.0,118.0,0,ROUTE_EXISTS,1.9666666666666666,1.9666666666666666,O1_Conjunto
19.287,-99.655,19.2862866,-99.6509526,Escuela Primaria Mariana R De Lazarin Turno Matutino 15epr00620f,school,768,180.0,180.0,0,ROUTE_EXISTS,3.0,3.0,O1_Conjunto
19.287,-99.655,19.2893398,-99.6550141,Centro De Estudios Tecnologicos Del Estado De Mexico,school,260,76.0,76.0,0,ROUTE_EXISTS,1.2666666666666666,1.2666666666666666,O1_Conjunto
19.287,-99.655,19.2862906,-99.6510115,Escuela Primaria Mariana R De Lazarin Turno Vespertino 15epr4762e,school,762,178.0,178.0,0,ROUTE_EXISTS,2.966666666666667,2.966666666666667,O1_Conjunto
19.287,-99.655,19.2880306,-99.6548665,Academia De Belleza Reflejos,school,142,50.0,50.0,0,ROUTE_EXISTS,0.8333333333333334,0.8333333333333334,O1_Conjunto
19.287,-99.655,19.2893501,-99.6526907,Escuela Secundaria Tecnica No 2 Tierra Y Libertad,school,491,117.0,117.0,0,ROUTE_EXISTS,1.95,1.95,O1_Conjunto
19.287,-99.655,19.2852638,-99.6541272,Escuela Secundaria Oficial No 0970 Gral Jose Vicente Villada,school,1095,252.0,252.0,0,ROUTE_EXISTS,4.2,4.2,O1_Conjunto
19.287,-99.655,19.2893398,-99.6577375,Instituto Brima,school,1321,360.0,360.0,0,ROUTE_EXISTS,6.0,6.0,O1_Conjunto
19.287,-99.655,19.3051031,-99.5856767,Phicsa,pharma,12149,1207.0,1207.0,0,ROUTE_EXISTS,20.116666666666667,20.116666666666667,O1_Conjunto
19.287,-99.655,19.2888518,-99.6973794,Farmacia Guadalajara,pharma,5240,950.0,950.0,0,ROUTE_EXISTS,15.833333333333334,15.833333333333334,O1_Conjunto
19.287,-99.655,19.2879268,-99.6593061,Escuela Secundaria 585 Licenciado Juan Fernandez Albarran,school,1487,402.0,402.0,0,ROUTE_EXISTS,6.7,6.7,O1_Conjunto
19.287,-99.655,19.2839244,-99.6557963,"Instituto Superior de Estudios Prospectivos ""ISEP""",school,814,235.0,235.0,0,ROUTE_EXISTS,3.9166666666666665,3.9166666666666665,O1_Conjunto
19.287,-99.655,19.2734407,-99.6335795,Secundaria Oficial Numero 13 Heroes De Chapultepec Turno Vespertino,school,3129,617.0,617.0,0,ROUTE_EXISTS,10.283333333333333,10.283333333333333,O1_Conjunto
19.287,-99.655,19.2868639,-99.6492,Liceo Pedro De Gante,school,1160,304.0,304.0,0,ROUTE_EXISTS,5.066666666666666,5.066666666666666,O1_Conjunto
19.287,-99.655,19.2957979,-99.5795591,Venta De Medicamento,pharma,10532,1047.0,1047.0,0,ROUTE_EXISTS,17.45,17.45,O1_Conjunto
19.287,-99.655,19.2865062,-99.6576689,Grupo Isima,school,1006,282.0,282.0,0,ROUTE_EXISTS,4.7,4.7,O1_Conjunto
19.287,-99.655,19.2876021,-99.5844665,Farmacia Tollocan,pharma,9923,873.0,873.0,0,ROUTE_EXISTS,14.55,14.55,O1_Conjunto
19.287,-99.655,19.2700728,-99.6603456,Farmacias del Ahorro,pharma,2993,607.0,607.0,0,ROUTE_EXISTS,10.116666666666667,10.116666666666667,O1_Conjunto
19.287,-99.655,19.3569797,-99.6572178,Farmacias Similares,pharma,12443,1474.0,1474.0,0,ROUTE_EXISTS,24.566666666666666,24.566666666666666,O1_Conjunto
19.287,-99.655,19.2237978,-99.6643947,Grupo Médico Los Angeles,hospital,8907,1555.0,1555.0,0,ROUTE_EXISTS,25.916666666666668,25.916666666666668,O1_Conjunto
19.287,-99.655,19.2859347,-99.6585663,Instituto Universitario Johann Friedrich Herbart,school,1191,369.0,369.0,0,ROUTE_EXISTS,6.15,6.15,O1_Conjunto
19.287,-99.655,19.2688784,-99.6909403,Farmacia Guadalupana,pharma,7066,1056.0,1056.0,0,ROUTE_EXISTS,17.6,17.6,O1_Conjunto
19.287,-99.655,19.2571422,-99.6956054,Farmacia Guadalajara,pharma,7949,1046.0,1046.0,0,ROUTE_EXISTS,17.433333333333334,17.433333333333334,O1_Conjunto
19.287,-99.655,19.3217264,-99.6291102,Farmacia Hospital Regional,pharma,6120,915.0,915.0,0,ROUTE_EXISTS,15.25,15.25,O1_Conjunto
19.287,-99.655,19.2826109,-99.6122168,Farmacia Veterinaria Amatepec Sa,pharma,5192,703.0,703.0,0,ROUTE_EXISTS,11.716666666666667,11.716666666666667,O1_Conjunto
19.287,-99.655,19.3077268,-99.5965176,Farmacias Similares,pharma,8095,1118.0,1118.0,0,ROUTE_EXISTS,18.633333333333333,18.633333333333333,O1_Conjunto
19.287,-99.655,19.2518348,-99.6042302,La Botica Moderna,pharma,7933,1373.0,1373.0,0,ROUTE_EXISTS,22.883333333333333,22.883333333333333,O1_Conjunto
19.287,-99.655,19.2806719,-99.6025601,pharma (OSM),pharma,6530,759.0,759.0,0,ROUTE_EXISTS,12.65,12.65,O1_Conjunto
19.287,-99.655,19.2500905,-99.7089231,Redfields De Mexico,pharma,10727,1427.0,1427.0,0,ROUTE_EXISTS,23.783333333333335,23.783333333333335,O1_Conjunto
19.287,-99.655,19.2925124,-99.6543379,super (OSM),super,1164,306.0,306.0,0,ROUTE_EXISTS,5.1,5.1,O1_Conjunto
19.287,-99.655,19.3139065,-99.6386988,Farmacias del Ahorro,pharma,6669,918.0,918.0,0,ROUTE_EXISTS,15.3,15.3,O1_Conjunto
19.287,-99.655,19.2901489,-99.6420324,Farmacias del Ahorro,pharma,1784,333.0,333.0,0,ROUTE_EXISTS,5.55,5.55,O1_Conjunto
19.287,-99.655,19.2682655,-99.6922142,Farmacias Similares,pharma,7248,1130.0,1130.0,0,ROUTE_EXISTS,18.833333333333332,18.833333333333332,O1_Conjunto
19.287,-99.655,19.2936035,-99.6418083,Farmacias del Ahorro,pharma,2177,436.0,436.0,0,ROUTE_EXISTS,7.266666666666667,7.266666666666667,O1_Conjunto
19.287,-99.655,19.287045,-99.6418226,Farmacia Guadalajara,pharma,1653,295.0,295.0,0,ROUTE_EXISTS,4.916666666666667,4.916666666666667,O1_Conjunto
19.287,-99.655,19.2569241,-99.69589619999999,Distribuidora De Medicamentos Equilibrio Farmacéutico,pharma,7933,1043.0,1043.0,0,ROUTE_EXISTS,17.383333333333333,17.383333333333333,O1_Conjunto
19.287,-99.655,19.2958702,-99.6485768,Farmacia Guadalajara,pharma,2388,434.0,434.0,0,ROUTE_EXISTS,7.233333333333333,7.233333333333333,O1_Conjunto
19.287,-99.655,19.2894882,-99.6568576,Súper Compras,super,654,229.0,229.0,0,ROUTE_EXISTS,3.816666666666667,3.816666666666667,O1_Conjunto
19.287,-99.655,19.295126,-99.6101315,Labcare Diagnostika,pharma,5692,731.0,731.0,0,ROUTE_EXISTS,12.183333333333334,12.183333333333334,O1_Conjunto
19.287,-99.655,19.2875803,-99.6830917,Farmacias Similares,pharma,4360,801.0,801.0,0,ROUTE_EXISTS,13.35,13.35,O1_Conjunto
19.287,-99.655,19.279959,-99.6710405,Farmacias del Ahorro,pharma,2832,630.0,630.0,0,ROUTE_EXISTS,10.5,10.5,O1_Conjunto
19.287,-99.655,19.3317443,-99.6631363,Roche,pharma,7113,913.0,913.0,0,ROUTE_EXISTS,15.216666666666667,15.216666666666667,O1_Conjunto
19.287,-99.655,19.3543213,-99.657124,Farmacia Santa Cruz 1,pharma,9414,1413.0,1413.0,0,ROUTE_EXISTS,23.55,23.55,O1_Conjunto
19.287,-99.655,19.2927675,-99.6528947,Farmacias Similares,pharma,871,222.0,222.0,0,ROUTE_EXISTS,3.7,3.7,O1_Conjunto
19.287,-99.655,19.2988257,-99.6941589,Farmacias Similares,pharma,5842,1056.0,1056.0,0,ROUTE_EXISTS,17.6,17.6,O1_Conjunto
19.287,-99.655,19.2562747,-99.6764814,Farmamigo,pharma,7706,1039.0,1039.0,0,ROUTE_EXISTS,17.316666666666666,17.316666666666666,O1_Conjunto
19.287,-99.655,19.2678737,-99.6503844,Farmamigo Toluca 1 F205,pharma,4231,752.0,752.0,0,ROUTE_EXISTS,12.533333333333333,12.533333333333333,O1_Conjunto
19.287,-99.655,19.3034364,-99.6499771,Farmaplus,pharma,3303,576.0,576.0,0,ROUTE_EXISTS,9.6,9.6,O1_Conjunto
19.287,-99.655,19.2911449,-99.6677164,Farmacias Toluca,pharma,2000,475.0,475.0,0,ROUTE_EXISTS,7.916666666666667,7.916666666666667,O1_Conjunto
19.287,-99.655,19.3049768,-99.6160107,Farmacia Similares,pharma,7364,1012.0,1012.0,0,ROUTE_EXISTS,16.866666666666667,16.866666666666667,O1_Conjunto
19.287,-99.655,19.2754047,-99.6060699,Benavides,pharma,6640,869.0,869.0,0,ROUTE_EXISTS,14.483333333333333,14.483333333333333,O1_Conjunto
19.287,-99.655,19.2707832,-99.690175,Farmacia Angeles,pharma,6779,973.0,973.0,0,ROUTE_EXISTS,16.216666666666665,16.216666666666665,O1_Conjunto
19.287,-99.655,19.257549,-99.6148747,Especializadas,pharma,6083,1199.0,1199.0,0,ROUTE_EXISTS,19.983333333333334,19.983333333333334,O1_Conjunto
19.287,-99.655,19.2923025,-99.6531097,La Estrella,super,820,206.0,206.0,0,ROUTE_EXISTS,3.433333333333333,3.433333333333333,O1_Conjunto
19.287,-99.655,19.2718946,-99.6916258,Farmacia Pro + Salud,pharma,7138,1069.0,1069.0,0,ROUTE_EXISTS,17.816666666666666,17.816666666666666,O1_Conjunto
19.287,-99.655,19.2885996,-99.6892495,Farmacias del Ahorro,pharma,4161,770.0,770.0,0,ROUTE_EXISTS,12.833333333333334,12.833333333333334,O1_Conjunto
19.287,-99.655,19.2899905,-99.6530074,Sucursal Pstoluca,pharma,563,137.0,137.0,0,ROUTE_EXISTS,2.283333333333333,2.283333333333333,O1_Conjunto
19.287,-99.655,19.2903265,-99.6584578,Farmacias del Ahorro,pharma,710,235.0,235.0,0,ROUTE_EXISTS,3.9166666666666665,3.9166666666666665,O1_Conjunto
19.287,-99.655,19.2931894,-99.663062,Toluca 11,pharma,1699,460.0,460.0,0,ROUTE_EXISTS,7.666666666666667,7.666666666666667,O1_Conjunto
19.287,-99.655,19.2892049,-99.6787301,Farmaco Darovi del Carmen,pharma,3238,674.0,674.0,0,ROUTE_EXISTS,11.233333333333333,11.233333333333333,O1_Conjunto
19.287,-99.655,19.2820708,-99.6733801,Farmacia Guadalajara,pharma,2806,632.0,632.0,0,ROUTE_EXISTS,10.533333333333333,10.533333333333333,O1_Conjunto
19.287,-99.655,19.2778825,-99.6378221,Comercializadora De Materiales Y Servicios Para Laboratorio,pharma,2386,484.0,484.0,0,ROUTE_EXISTS,8.066666666666666,8.066666666666666,O1_Conjunto
19.287,-99.655,19.2902037,-99.6512234,Equilibrio Farmacéutico Toluca,pharma,966,199.0,199.0,0,ROUTE_EXISTS,3.316666666666667,3.316666666666667,O1_Conjunto
19.287,-99.655,19.2930039,-99.6659952,San Judas Tadeo,pharma,2197,541.0,541.0,0,ROUTE_EXISTS,9.016666666666667,9.016666666666667,O1_Conjunto
19.287,-99.655,19.2956477,-99.650796,Farmacias del Ahorro,pharma,1713,354.0,354.0,0,ROUTE_EXISTS,5.9,5.9,O1_Conjunto
19.287,-99.655,19.292305,-99.6532438,Farmacias del Ahorro,pharma,764,254.0,254.0,0,ROUTE_EXISTS,4.233333333333333,4.233333333333333,O1_Conjunto
19.287,-99.655,19.2909051,-99.6542409,Benavides,pharma,772,251.0,251.0,0,ROUTE_EXISTS,4.183333333333334,4.183333333333334,O1_Conjunto
19.287,-99.655,19.2882608,-99.6851788,Farmacias Similares,pharma,3752,717.0,717.0,0,ROUTE_EXISTS,11.95,11.95,O1_Conjunto
19.287,-99.655,19.2889339,-99.6474517,Farmacias del Ahorro,pharma,1009,223.0,223.0,0,ROUTE_EXISTS,3.716666666666667,3.716666666666667,O1_Conjunto
19.287,-99.655,19.2678362,-99.6915179,Cemot,pharma,7349,1177.0,1177.0,0,ROUTE_EXISTS,19.616666666666667,19.616666666666667,O1_Conjunto
19.287,-99.655,19.2917294,-99.6528484,Farmacias Similares,pharma,756,189.0,189.0,0,ROUTE_EXISTS,3.15,3.15,O1_Conjunto
19.287,-99.655,19.2901216,-99.6597842,Farmacia Dermatologica,pharma,850,268.0,268.0,0,ROUTE_EXISTS,4.466666666666667,4.466666666666667,O1_Conjunto
19.287,-99.655,19.2900428,-99.6468155,Distribuidora y comercializadora opciones farmacéuticas,pharma,1979,353.0,353.0,0,ROUTE_EXISTS,5.883333333333334,5.883333333333334,O1_Conjunto
19.287,-99.655,19.2892654,-99.670149,Farmacia Benavides,pharma,2822,600.0,600.0,0,ROUTE_EXISTS,10.0,10.0,O1_Conjunto
19.287,-99.655,19.306056,-99.6525059,Lora,pharma,3749,652.0,652.0,0,ROUTE_EXISTS,10.866666666666667,10.866666666666667,O1_Conjunto
19.287,-99.655,19.2888483,-99.6748283,Farmacia Homeopatica Homeonam,pharma,2829,586.0,586.0,0,ROUTE_EXISTS,9.766666666666667,9.766666666666667,O1_Conjunto
19.287,-99.655,19.306452,-99.6539414,Farmacia Cruz,pharma,3924,694.0,694.0,0,ROUTE_EXISTS,11.566666666666666,11.566666666666666,O1_Conjunto
19.287,-99.655,19.2605559,-99.7107706,Farmacia 75,pharma,10268,1302.0,1302.0,0,ROUTE_EXISTS,21.7,21.7,O1_Conjunto
19.287,-99.655,19.2782301,-99.6592617,San Pablo Farmacia,pharma,2676,649.0,649.0,0,ROUTE_EXISTS,10.816666666666666,10.816666666666666,O1_Conjunto
19.287,-99.655,19.2934713,-99.6638507,La Barata de México,pharma,1926,496.0,496.0,0,ROUTE_EXISTS,8.266666666666667,8.266666666666667,O1_Conjunto
19.287,-99.655,19.2875006,-99.6725824,Farmacias Similares,pharma,2584,621.0,621.0,0,ROUTE_EXISTS,10.35,10.35,O1_Conjunto
19.287,-99.655,19.2877732,-99.6626912,Farmacias Similares,pharma,1674,406.0,406.0,0,ROUTE_EXISTS,6.766666666666667,6.766666666666667,O1_Conjunto
19.287,-99.655,19.293487,-99.6739194,Tiendas 3B,super,2973,704.0,704.0,0,ROUTE_EXISTS,11.733333333333333,11.733333333333333,O1_Conjunto
19.287,-99.655,19.3036791,-99.6283173,Plaza Puerto Madero,super,4961,858.0,858.0,0,ROUTE_EXISTS,14.3,14.3,O1_Conjunto
19.287,-99.655,19.2919984,-99.6639747,Farmacias del Ahorro,pharma,1595,413.0,413.0,0,ROUTE_EXISTS,6.883333333333334,6.883333333333334,O1_Conjunto
19.287,-99.655,19.2750355,-99.6698966,Farmacias del Ahorro,pharma,3744,659.0,659.0,0,ROUTE_EXISTS,10.983333333333333,10.983333333333333,O1_Conjunto
19.287,-99.655,19.2756468,-99.6039311,Farmacia Guadalajara,pharma,6469,816.0,816.0,0,ROUTE_EXISTS,13.6,13.6,O1_Conjunto
19.287,-99.655,19.2692464,-99.6427101,super (OSM),super,3416,732.0,732.0,0,ROUTE_EXISTS,12.2,12.2,O1_Conjunto
19.287,-99.655,19.2979064,-99.71025,Farmacias Similares,pharma,7306,1182.0,1182.0,0,ROUTE_EXISTS,19.7,19.7,O1_Conjunto
19.287,-99.655,19.2921475,-99.6633593,Bodega Aurrera Express,super,1529,402.0,402.0,0,ROUTE_EXISTS,6.7,6.7,O1_Conjunto
19.287,-99.655,19.3098067,-99.6325157,ISSSTE,pharma,6001,924.0,924.0,0,ROUTE_EXISTS,15.4,15.4,O1_Conjunto
19.287,-99.655,19.2666635,-99.6046317,Soriana,super,7434,981.0,981.0,0,ROUTE_EXISTS,16.35,16.35,O1_Conjunto
19.287,-99.655,19.3023823,-99.6277854,Farmacias del Ahorro,pharma,4939,787.0,787.0,0,ROUTE_EXISTS,13.116666666666667,13.116666666666667,O1_Conjunto
19.287,-99.655,19.2921873,-99.6556065,Farmacia y droguería Toluca,pharma,1046,341.0,341.0,0,ROUTE_EXISTS,5.683333333333334,5.683333333333334,O1_Conjunto
19.287,-99.655,19.2749442,-99.669521,El Primo2,super,3784,664.0,664.0,0,ROUTE_EXISTS,11.066666666666666,11.066666666666666,O1_Conjunto
19.287,-99.655,19.2919658,-99.6640843,Super kompras Micro Lerdo,super,1607,415.0,415.0,0,ROUTE_EXISTS,6.916666666666667,6.916666666666667,O1_Conjunto
19.287,-99.655,19.2474616,-99.6103632,Mini Super Palkaminio,super,7086,1174.0,1174.0,0,ROUTE_EXISTS,19.566666666666666,19.566666666666666,O1_Conjunto
19.287,-99.655,19.3184374,-99.6366521,Tienda de Insumos para la Salud Thannax,pharma,6695,1051.0,1051.0,0,ROUTE_EXISTS,17.516666666666666,17.516666666666666,O1_Conjunto
19.287,-99.655,19.2791459,-99.6590222,Farmacias del Ahorro,pharma,1680,426.0,426.0,0,ROUTE_EXISTS,7.1,7.1,O1_Conjunto
19.287,-99.655,19.2682708,-99.6919533,Supercito Chedraui,super,7245,1129.0,1129.0,0,ROUTE_EXISTS,18.816666666666666,18.816666666666666,O1_Conjunto
19.287,-99.655,19.2756449,-99.6696896,Garis,super,3708,644.0,644.0,0,ROUTE_EXISTS,10.733333333333333,10.733333333333333,O1_Conjunto
19.287,-99.655,19.26987,-99.642021,Oxxo,super,3303,691.0,691.0,0,ROUTE_EXISTS,11.516666666666667,11.516666666666667,O1_Conjunto
19.287,-99.655,19.2902688,-99.6610022,Prak tis,super,977,291.0,291.0,0,ROUTE_EXISTS,4.85,4.85,O1_Conjunto
19.287,-99.655,19.2838533,-99.67452,Super Kompras,super,2788,611.0,611.0,0,ROUTE_EXISTS,10.183333333333334,10.183333333333334,O1_Conjunto
19.287,-99.655,19.2785176,-99.6595698,Sanborns,super,2613,621.0,621.0,0,ROUTE_EXISTS,10.35,10.35,O1_Conjunto
19.287,-99.655,19.2606786,-99.6783738,Tienda San Miguel,super,6531,1033.0,1033.0,0,ROUTE_EXISTS,17.216666666666665,17.216666666666665,O1_Conjunto
19.287,-99.655,19.2646134,-99.5987766,"Super ""Don Pablito""",super,8201,1069.0,1069.0,0,ROUTE_EXISTS,17.816666666666666,17.816666666666666,O1_Conjunto
19.287,-99.655,19.3232011,-99.7183035,Super Texas,super,11698,1703.0,1703.0,0,ROUTE_EXISTS,28.383333333333333,28.383333333333333,O1_Conjunto
19.287,-99.655,19.2687638,-99.6905532,Canasta Básica,super,7025,1039.0,1039.0,0,ROUTE_EXISTS,17.316666666666666,17.316666666666666,O1_Conjunto
19.287,-99.655,19.2632865,-99.6450995,Coppel,super,3404,711.0,711.0,0,ROUTE_EXISTS,11.85,11.85,O1_Conjunto
19.287,-99.655,19.2703679,-99.588793,Bodega Aurrera,super,8857,1117.0,1117.0,0,ROUTE_EXISTS,18.616666666666667,18.616666666666667,O1_Conjunto
19.287,-99.655,19.2977232,-99.7236625,Supersito,super,8117,1261.0,1261.0,0,ROUTE_EXISTS,21.016666666666666,21.016666666666666,O1_Conjunto
19.287,-99.655,19.2962844,-99.6472148,Super Kompras,super,2235,417.0,417.0,0,ROUTE_EXISTS,6.95,6.95,O1_Conjunto
19.287,-99.655,19.2600282,-99.5897858,Mercado Mario Ramón,super,9405,1310.0,1310.0,0,ROUTE_EXISTS,21.833333333333332,21.833333333333332,O1_Conjunto
19.287,-99.655,19.2850908,-99.6352395,Price Shoes,super,2463,419.0,419.0,0,ROUTE_EXISTS,6.983333333333333,6.983333333333333,O1_Conjunto
19.287,-99.655,19.3139708,-99.63908670000001,Medical Health,pharma,6703,918.0,918.0,0,ROUTE_EXISTS,15.3,15.3,O1_Conjunto
19.287,-99.655,19.3030403,-99.6947154,Modelorama,super,6315,1119.0,1119.0,0,ROUTE_EXISTS,18.65,18.65,O1_Conjunto
19.287,-99.655,19.2792618,-99.6579856,Licenciado Adolfo Lopez Mateos Escuela Preparatoria 1,school,1683,427.0,427.0,0,ROUTE_EXISTS,7.116666666666666,7.116666666666666,O1_Conjunto
19.287,-99.655,19.2951281,-99.6675914,Escuela Primaria Profesor Heriberto Enriquez,school,2401,593.0,593.0,0,ROUTE_EXISTS,9.883333333333333,9.883333333333333,O1_Conjunto
19.287,-99.655,19.278818,-99.6417421,Sucursal Pstoluca2,pharma,2104,445.0,445.0,0,ROUTE_EXISTS,7.416666666666667,7.416666666666667,O1_Conjunto
19.292,-99.661,19.2919658,-99.6640843,Super kompras Micro Lerdo,super,908,208.0,208.0,0,ROUTE_EXISTS,3.466666666666667,3.466666666666667,O2_Centro
19.292,-99.661,19.2601211,-99.6352608,"CEPJA ""Josefa Ortiz De Dominguez""",school,5703,1162.0,1162.0,0,ROUTE_EXISTS,19.366666666666667,19.366666666666667,O2_Centro
19.292,-99.661,19.2737349,-99.6193323,Centro De Educacion Para La Atencion De Jovenes Y Adultos Lorenzo De Zavala,school,7421,999.0,999.0,0,ROUTE_EXISTS,16.65,16.65,O2_Centro
